wav_file,label,transcription
Ses04M_impro01_M005,2,don t you you don t have 
Ses02F_impro02_F013,2,i have no choice . there s nothing i can do .
Ses04M_impro07_F000,4,what no way .
Ses01F_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses04F_script03_1_F022,1,which particular one ?
Ses01M_impro01_M027,2,i did not come in here to get in a yelling match with you all right ?
Ses02M_impro03_F007,1,i would have thought you would have told me that you were planning on doing this .
Ses03F_script02_2_M037,4,yeah ?
Ses05M_impro02_F003,3,you didn t did you tell them you have two young children at home ?
Ses03F_script01_3_M035,2,and i and i thought something watching them go down .
Ses01M_script01_3_M020,2,do you want to go somewhere ? let s go .
Ses03M_impro08b_F007,2,okay ? and it garbage . my business is failing because my phone isn t working and i don t have a land line and i really can t handle this right now .
Ses05M_impro02_F003,3,you didn t did you tell them you have two young children at home ?
Ses05M_impro02_F019,3,i mean i i know that you re a good soldier but not everybody else is . and what if
Ses04M_script01_1_F031,2,alright then mom .
Ses02F_impro05_F011,2,i didn t sign anything .
Ses03F_impro07_F003,4,pregnant ? what are you talking about ? no .
Ses03F_script01_3_M029,2,you know when i went overseas . i said i was in command of a company .
Ses03F_script02_1_M009,1,we should have brought our flashlight . i can t believe we forgot to bring it .
Ses04F_script02_2_M046,1,well look at what we got here .
Ses01F_script03_1_F002,3,it had to happen sooner or later . what are we going to do ?
Ses01M_script03_1_M001,3,i wonder .
Ses02M_script03_2_M047,0,i wouldn t marry you again if you came to me on your bended knees . you re a evil minded little vampire . i hope to god i never see you again as long as i live .
Ses04F_impro04_F013,0,i don t even i mean you have to have some kind of an idea . something you could possibly throw out there that i could maybe use .
Ses03F_script01_1_M000,5,he saw it .
Ses03F_impro03_M009,4,oh 
Ses01M_script03_1_M003,3,we re okay right darling ? whatever happens we re okay ?
Ses04M_script02_1_F014,5,what are you so excited about ?
Ses04M_script01_1_F017,5,well that s only your business chris .
Ses03M_impro06_F012,2,i know .
Ses05M_impro04_M005,2,but i mean i don t want to keep those jobs . i don t want those jobs .it s not what i want to do .
Ses02M_script03_2_M000,5,as a matter of fact the real cause of that row was peter burden .
Ses02F_script02_1_F016,2,i m just not .
Ses01F_script02_2_M017,5,okay . so i am putting out the pets getting the car out of the garage .
Ses05M_impro05_F017,5,uh actually i don t know that that s legal . um it is the issue
Ses05F_script01_3_M040,1,oh annie . annie i am going to make you a fortune !
Ses02F_impro03_M006,4,what ?
Ses01M_script02_1_F019,2,oh augie .
Ses04F_script02_2_F045,1,well then i guess we don t need glasses .
Ses05M_impro02_F019,3,i mean i i know that you re a good soldier but not everybody else is . and what if
Ses01M_impro06_F010,5,oh . really fast ? oh .
Ses02M_impro07_F028,1,and we ll explore and you going to have such a good time you re going to fit in so well it s going to be awesome
Ses05M_script03_1_M021,1,no no that is quit laughable . the cutting little mystery all done with mirrors .
Ses01M_script02_1_M034,2,all right .
Ses05M_impro04_M030,2,i ve tried .
Ses05F_script02_2_F026,2,sure this is standing . this is waiting . this is fighting .
Ses01F_script03_2_M021,0,snap snap snap . you know you are like a little adder .
Ses01F_script01_2_F011,0,i won t stand for any nonsense .
Ses02M_impro04_M019,0,this doesn t happen to a normal person .
Ses01F_impro03_F021,1,yeah . we played wheel of fortune pennies . it s like a giant thing with like 
Ses05F_impro05_M017,5,no i understand . i mean . it s got to be tough all those sentimental things but um this is all i can do for you .
Ses02M_script02_1_M032,2,and then last year i remember specifically you were so excited that you stubbed your toe on the way pushing me out of the house and you didn t even notice until we got in the car .
Ses02F_script01_1_F026,5, breathing have you asked annie yet ?
Ses02M_impro04_F015,5,but like just because you re considering why it s been so difficult doesn t mean you should just stop .
Ses01F_script02_1_M033,5,ahh . . .we weren t in a good spot .
Ses01M_script01_3_M034,2,i thought i would change everything you know and i got back here and it was it was like nothing had changed at all . . .
Ses05M_script01_1b_F001,4,what do you mean ? i was the first one up he was still in bed .
Ses04M_impro01_M008,2,or i can t go behind there you can go behind this person s desk and just grab the form . so if you could just do that that would help me out a lot .
Ses01M_impro03_M018,5,just cash hardcore .
Ses04M_script03_1_F001,3,nobody knows we re here except freda and she wouldn t ring up .
Ses02F_script01_2_M006,5,now listen kate .
Ses03M_impro04_M009,2,i don t know astronaut ? i don t know something crazy like that .
Ses04F_impro01_F016,0,this is your job is to help people like me who need to get a new license .
Ses02F_script01_3_F024,2,how many ?
Ses04M_script01_1_F034,0,what the hell is this ?
Ses01M_impro05_F030,5,i wish i could give it to you .
Ses05F_impro05_F001,5,um seventeen . coming from 
Ses04M_script01_1_F008,4,what ?
Ses03M_impro04_M013,2,why all these questions ?
Ses01F_script03_1_M001,3,i wonder .
Ses05F_script02_1_M005,2,whose is it ?
Ses04M_impro07_F009,1,i know . it s a great school and you know
Ses03M_impro02_F005,4,next week ?
Ses03M_impro02_F005,4,next week ?
Ses05M_script01_2_M015,0,what s that suppose to mean me above all ? look at you you re shaking .
Ses04M_script03_1_M006,1,what shall we do if they suddenly walk in on us ?
Ses02M_script01_3_M021,2,no . nothing like that .
Ses02F_impro01_F022,2,do you have a supervisor ?
Ses03F_script01_1_M032,2,mom don t avoid me .
Ses03M_impro04_M040,2,but i m doomed . yeah i got so good i was over twenty one hundred . now what am i doing ?
Ses03M_impro06_M010,2,you know a stupid case of drunk driving it s just . . .
Ses02M_impro05_M021,2,you ve already checked ? can you check again ? garbage 
Ses05F_impro02_M033,2,yeah . i guess . i don t know what they re going to say .
Ses03F_impro07_M008,1,which one ?
Ses02M_script03_1_M002,3,must be them then .
Ses03F_impro06_F005,2,they thought he got would get better and he did and then it just things turned bad .
Ses01M_impro02_F002,4,are you kidding me ?
Ses05F_script03_1_M006,3,oh what shall we do if they suddenly walk in on us ?
Ses01F_impro02_M016,2,it s just not fair .
Ses05M_script03_2_F042,0,beast
Ses03F_impro06_M012,2,so nice so positive .
Ses05F_script01_2_F010,0,i want you to pretend like he s coming back !
Ses04F_script03_2_F027,0,on the contrary . a child of two could get violently drunk on only one glass of brandy .
Ses04M_impro02_F021,0,a week . you re giving me a week to be okay with this .
Ses01M_script03_1_F008,1,oh . behave exquisitely . . .
Ses01M_impro03_M006,5,she s actually from england i think . well she she spoke english but she had an accent . i didn t even ask .
Ses05F_impro03_M049,1,so i was one of the first ones ? that makes me feel so important .
Ses05F_impro03_F031,1,yeah .
Ses04F_script03_2_M005,0,you let him kiss you . you said you did .
Ses04F_script03_2_M001,0,i knew nothing of the sort . you took presents from him .
Ses05F_impro05_M007,5,i m not sure where it is . we can absolutely keep an eye out for for it for you .
Ses02F_impro04_M015,5,that obviously that s not true though . i mean you ve done this before . you ve done all the work like this before you know and and you ve gotten people saying oh you re so good and like you know 
Ses05M_script03_2_F043,0,brute
Ses03F_impro03_F007,1,he comes up onstage and the entire cast everyone just like
Ses01M_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses01F_script01_3_M004,5,what ?
Ses01F_script03_1_F002,3,it had to happen sooner or later . what are we going to do ?
Ses04F_impro03_F005,1,thank you . laughter 
Ses04M_impro04_M016,2,yeah exactly .
Ses04F_script03_2_F040,0,this is the end do you understand ? the end 
Ses03M_script01_2_F000,0,why did he invite her here ?
Ses04F_script02_1_M034,1,out there someplace there s this huge mass of silver fish heading this way . they don t know why . we don t know why . it wasn t a decision . they didn t take a vote .
Ses01F_script02_2_F021,2,dancing barefoot in the sand .
Ses02M_impro08_F018,3,so is there any i mean what if they spend something again ?
Ses03M_impro07_F001,1,what s going on joe ?
Ses03F_script03_1_F002,3,i mean nobody knows we re here except for freda and she wouldn t ring up .
Ses05M_script01_3_M023,2,it s so mixed up with so many other things .
Ses02F_script02_2_F013,2,i did want to see it . i always do . i keep thinking that this is gonna be the time and it never is .
Ses04M_impro03_M029,1,all fruit and the color brown . just that . that s all that s my only request .
Ses01M_impro05_F032,5,that s not no .
Ses05M_impro05_F002,5,uh hmm .
Ses03M_script01_1_F001,4,what do you mean . he couldn t have seen it . i was the first one up he was still in bed .
Ses05F_script02_2_F029,2,i didn t say that .
Ses04F_script03_1_M027,5,do you remember that awful scene in venice ?
Ses02F_impro07_F026,1,i know i get to be one of those now i ll like walk around and be like a u .s .c . . you know what i mean .
Ses04M_script03_1_M002,3,it must be them then .
Ses02M_script03_1_F002,1,what are we going to do ?
Ses05M_impro07_F031,1,there s actually a friend of mine is um moving out of her place and her place is amazing and it s really cheap .
Ses02F_impro03_M010,1,no . i m just as happy as you are . this is 
Ses04F_impro03_M023,2,come on . please will you do the greens and browns just the browns for me ?
Ses05F_script03_2_F040,0,oh marry you again ? i must have been insane . what was i thinking ? i mean you re completely outrageous .
Ses03M_impro08a_M008,5,no . okay . we re not charging you for any of these months . we re going to give you three months free .
Ses04M_impro04_F015,5,i think maybe you can t get employed because you aren t willing to take responsibility for your own actions .
Ses01M_impro04_F016,5,yeah .
Ses01F_script02_2_M042,5,we have a great view of the moon from here though huh ?
Ses01M_impro01_M002,2,and i have this form of id here so . . .
Ses05F_script03_2_F019,0,adder don t snap they sting .
Ses04M_impro06_F001,2,i m sorry .
Ses05F_impro08_F002,5, laughter all right . i m sorry sir that you ve been having a hard time .
Ses03F_script02_2_M037,4,yeah ?
Ses05F_impro08_M024,4,really ?
Ses02M_script01_3_M013,4,why didn t you ?
Ses04F_impro07_M072,5,lots of drunk frat boys
Ses05F_impro02_M039,4,three weeks ?
Ses05M_impro03_F020,1,oh .
Ses02M_impro01_F013,2,i m sorry but there is a lot of people waiting so you re just going to have to get in line again .
Ses04M_impro05_M017,0,no . no . no . what i need you to do i need you to write checks for i need you to write three of them . that ll be satisfactory .
Ses05M_impro03_M014,1,yes . we did that in the beginning exactly . so we had so we just had you know good times the rest of the weekend yeah .
Ses01F_impro03_M021,5,like wait but it s just pennies . you re like wait a minute i m on to you .
Ses04F_script01_1_F036,0,you ve got a business here . what the hell is this ?
Ses03F_impro02_F014,2,maybe we can still do that
Ses03F_impro02_M005,4,what ? you can t do that . three weeks ?
Ses05M_script03_2_F025,2,you re quite insufferable . i do imagine it s because you re drunk .
Ses03F_script01_2_M016,0,look at you you re shaking .
Ses04F_impro06_F009,1,and to drink in his honor . laughter 
Ses05F_script03_1_M006,3,oh what shall we do if they suddenly walk in on us ?
Ses03M_impro05b_M023,0,wow . this has never happened before . i ve not lost 
Ses02F_impro03_M002,4,no . let me see .
Ses04F_impro02_M004,2,and uh i m afraid that if you you know when you leave you won t come back .
Ses01F_impro06_F015,2,couple hours .
Ses03M_impro05b_F012,5,for tonight for tonight sir . would you need to stay somewhere tonight ?
Ses01M_script01_1_M019,2,so it s okay then ? i m just going to go ahead with it ?
Ses05M_impro08_F008,5,yeah .
Ses02F_impro07_M034,1,you re getting close to the beach . i mean geez .
Ses03M_script02_2_M008,2,oh my gosh . we missed them twice that s hardly ever .
Ses05F_impro03_M035,1, breathing 
